Income,Essentials,Lifestyle,Loan,TotalExpenses,Savings,Overspending
6389,3811,2361,1453,7625,-1236,1
7527,5074,1965,76,7115,412,1
14922,6976,5298,1891,14165,757,1
8271,5377,1207,589,7173,1098,1
13651,9406,2061,953,12420,1231,1
11695,5806,2927,2485,11218,477,1
10810,5815,1836,54,7705,3105,0
5925,3915,1810,966,6691,-766,1
13264,5411,1443,1651,8505,4759,0
9405,4633,3420,1534,9587,-182,1
13375,5876,3912,1211,10999,2376,1
6382,3334,769,177,4280,2102,0
14026,8296,3188,2721,14205,-179,1
6417,2658,1781,1017,5456,961,1
8099,3294,2856,1822,7972,127,1
9622,6384,2195,1977,10556,-934,1
10481,5682,3011,401,9094,1387,1
5048,3369,1432,677,5478,-430,1
13329,6428,3456,1397,11281,2048,1
4744,3044,897,186,4127,617,1
13384,7440,3884,3828,15152,-1768,1
6733,3787,2062,2008,7857,-1124,1
11586,5788,3291,3089,12168,-582,1
7787,3829,1281,171,5281,2506,0
12424,8349,2967,3000,14316,-1892,1
4477,2824,690,208,3722,755,1
10364,6054,1917,2895,10866,-502,1
11450,7446,4422,368,12236,-786,1
14307,8544,1528,818,10890,3417,0
6093,4116,1161,891,6168,-75,1
14307,7123,5296,288,12707,1600,1
9792,5536,3561,1520,10617,-825,1
6160,3072,2021,942,6035,125,1
7525,4079,1587,416,6082,1443,1
12493,8711,3058,1764,13533,-1040,1
4060,2124,903,606,3633,427,1
8047,3740,890,1655,6285,1762,0
6768,4369,2618,1769,8756,-1988,1
8751,3869,2545,2501,8915,-164,1
5295,2515,1581,1019,5115,180,1
6785,3655,2374,414,6443,342,1
8207,3567,2700,547,6814,1393,1
14855,6587,1640,2578,10805,4050,0
6545,4327,1928,477,6732,-187,1
14126,8170,2954,2363,13487,639,1
6853,4535,1774,1045,7354,-501,1
13739,9167,3167,1050,13384,355,1
9640,3991,2289,526,6806,2834,0
5804,3735,1640,1603,6978,-1174,1
8500,4932,1602,2102,8636,-136,1
4050,2791,777,917,4485,-435,1
4255,1956,943,107,3006,1249,0
12006,5167,4546,1209,10922,1084,1
7766,3181,1793,849,5823,1943,0
4150,2157,537,1011,3705,445,1
10510,5617,2861,714,9192,1318,1
8583,4679,1320,1766,7765,818,1
5761,3343,1971,1333,6647,-886,1
4521,2621,1165,1144,4930,-409,1
5139,2182,948,1216,4346,793,1
9525,5602,2433,553,8588,937,1
10094,4640,3078,2756,10474,-380,1
7889,5498,1462,2134,9094,-1205,1
13391,8613,1799,3231,13643,-252,1
13576,9440,3624,246,13310,266,1
11340,4701,3592,2841,11134,206,1
4954,3033,1175,965,5173,-219,1
10460,4604,1070,2663,8337,2123,0
5230,2874,749,1039,4662,568,1
8488,5782,1181,2043,9006,-518,1
5243,2656,1373,533,4562,681,1
11009,4765,4300,862,9927,1082,1
7562,4897,1517,909,7323,239,1
9146,4829,2970,1443,9242,-96,1
14240,7058,4240,3867,15165,-925,1
14904,6349,2482,1472,10303,4601,0
9354,5031,2294,270,7595,1759,1
4040,2502,855,1033,4390,-350,1
13268,7570,5189,1513,14272,-1004,1
7589,5147,1437,1643,8227,-638,1
9781,5152,1661,2072,8885,896,1
14550,7331,3596,2409,13336,1214,1
9760,3940,3876,72,7888,1872,1
10340,6169,2507,2332,11008,-668,1
12868,7390,2223,1573,11186,1682,1
14557,8597,3638,651,12886,1671,1
8055,5370,1570,394,7334,721,1
8226,4724,1510,715,6949,1277,1
6159,3322,900,1662,5884,275,1
10794,7045,1974,3048,12067,-1273,1
6917,3293,849,324,4466,2451,0
11749,6806,3365,3059,13230,-1481,1
14835,6715,4295,992,12002,2833,1
4478,2762,1263,819,4844,-366,1
11554,6954,1799,3438,12191,-637,1
4886,2963,1065,1227,5255,-369,1
5618,2761,1287,214,4262,1356,0
6808,3654,936,569,5159,1649,0
9600,6418,3076,640,10134,-534,1
4643,2974,665,1170,4809,-166,1
5399,2372,874,1199,4445,954,1
13007,8339,3325,392,12056,951,1
12575,5789,4842,2156,12787,-212,1
13688,8629,3864,7,12500,1188,1
12162,7932,4018,3293,15243,-3081,1
10785,6375,1144,1996,9515,1270,1
14573,6866,2363,784,10013,4560,0
13882,8521,5459,1701,15681,-1799,1
6889,3406,2174,832,6412,477,1
7908,4078,3082,867,8027,-119,1
12965,6685,4113,2605,13403,-438,1
14434,10081,5470,2535,18086,-3652,1
6621,3310,721,1728,5759,862,1
4216,1998,508,889,3395,821,1
9148,5083,1902,659,7644,1504,1
9961,5005,2615,2457,10077,-116,1
5632,3481,1329,894,5704,-72,1
4073,2293,981,204,3478,595,1
14964,9705,2091,3437,15233,-269,1
11046,4883,3874,2634,11391,-345,1
13095,5413,1976,2979,10368,2727,0
8823,4838,3439,1218,9495,-672,1
7971,4566,1994,916,7476,495,1
6717,3556,1536,973,6065,652,1
10490,6615,2069,284,8968,1522,1
12402,8316,1501,2119,11936,466,1
11262,4533,3825,263,8621,2641,0
10360,7088,3041,1753,11882,-1522,1
9783,5081,2413,2294,9788,-5,1
12902,9014,4528,812,14354,-1452,1
9544,6623,2913,855,10391,-847,1
8410,4259,1579,1345,7183,1227,1
5900,2675,1233,1744,5652,248,1
11535,7069,4211,3416,14696,-3161,1
5216,3411,1281,1298,5990,-774,1
5818,2618,1760,1319,5697,121,1
8602,5404,2724,2565,10693,-2091,1
5517,3739,1158,185,5082,435,1
9371,6343,3110,161,9614,-243,1
9142,3955,2415,630,7000,2142,0
8973,5505,1809,2315,9629,-656,1
7566,3639,1891,1542,7072,494,1
8171,3949,2662,429,7040,1131,1
8983,5388,1318,2047,8753,230,1
11798,6850,4376,835,12061,-263,1
14925,9697,3144,1193,14034,891,1
11978,7576,2179,3273,13028,-1050,1
6426,2703,2013,347,5063,1363,0
6500,3326,1634,754,5714,786,1
8948,4117,2163,1169,7449,1499,1
9290,3743,2664,2196,8603,687,1
4249,2518,885,162,3565,684,1
4686,2215,1510,790,4515,171,1
11242,6477,3134,2524,12135,-893,1
11012,5120,2314,1079,8513,2499,0
4125,1715,940,338,2993,1132,0
4996,2532,1467,857,4856,140,1
8490,5921,2934,653,9508,-1018,1
12815,8844,3740,3812,16396,-3581,1
4843,2707,520,1185,4412,431,1
7536,3679,2748,495,6922,614,1
13761,8415,5450,2410,16275,-2514,1
8746,4726,1690,2537,8953,-207,1
11660,5290,3400,229,8919,2741,0
4696,3137,1200,187,4524,172,1
8331,3958,1661,2158,7777,554,1
11857,6832,1400,490,8722,3135,0
4950,2471,600,350,3421,1529,0
11608,4739,4495,3317,12551,-943,1
13300,8650,1815,3849,14314,-1014,1
11994,7912,4362,2916,15190,-3196,1
4114,2787,1515,894,5196,-1082,1
13707,6142,4634,3224,14000,-293,1
14777,7506,1982,3546,13034,1743,1
11394,6948,4471,2262,13681,-2287,1
5296,3444,1757,854,6055,-759,1
11743,5991,1681,746,8418,3325,0
5386,2375,831,514,3720,1666,0
12414,7885,1517,1448,10850,1564,1
11304,6155,1583,915,8653,2651,0
13867,7900,4904,3015,15819,-1952,1
4986,2990,550,900,4440,546,1
7280,4960,2900,1872,9732,-2452,1
4111,2455,600,456,3511,600,1
8942,4254,2226,2538,9018,-76,1
9207,3757,2447,642,6846,2361,0
13952,6064,2884,1861,10809,3143,0
11735,7479,4219,2607,14305,-2570,1
4999,2806,830,269,3905,1094,0
12111,5606,1797,2339,9742,2369,1
6169,3660,1833,1244,6737,-568,1
10236,6257,3186,2527,11970,-1734,1
14404,7252,1955,1905,11112,3292,0
9255,6123,3236,2254,11613,-2358,1
14844,6556,2635,3443,12634,2210,1
5077,2338,1465,1202,5005,72,1
8431,3515,2207,617,6339,2092,0
9169,3696,1316,1953,6965,2204,0
11799,7179,2538,1908,11625,174,1
9277,5794,3182,226,9202,75,1
7546,3232,1296,839,5367,2179,0
6054,3276,1010,913,5199,855,1
13079,7870,1369,2643,11882,1197,1
4119,1760,1135,219,3114,1005,0
13731,7712,2559,708,10979,2752,0
12598,5270,1957,995,8222,4376,0
9070,4393,3506,2283,10182,-1112,1
14951,6289,4897,4375,15561,-610,1
13952,7050,3651,1761,12462,1490,1
5559,3707,1245,504,5456,103,1
7931,5437,1588,699,7724,207,1
14760,6878,4683,2618,14179,581,1
5424,2619,1035,221,3875,1549,0
14469,7782,1919,190,9891,4578,0
10991,4421,1461,494,6376,4615,0
5779,3893,1965,428,6286,-507,1
9114,4450,2050,2566,9066,48,1
13992,6867,2147,4173,13187,805,1
9790,4403,2509,1701,8613,1177,1
4520,2157,1145,980,4282,238,1
10534,5082,3572,1169,9823,711,1
10074,6245,3753,2236,12234,-2160,1
11699,5895,3035,3296,12226,-527,1
6924,3377,1419,1152,5948,976,1
4864,2880,851,1013,4744,120,1
4998,3033,660,907,4600,398,1
9122,3951,2966,873,7790,1332,1
4667,3119,1669,203,4991,-324,1
11414,5184,3161,1901,10246,1168,1
14517,8559,5262,36,13857,660,1
13501,6200,3187,660,10047,3454,0
14011,6901,2425,262,9588,4423,0
9722,5123,1429,959,7511,2211,0
8982,4565,1550,1025,7140,1842,0
13967,8501,4929,3029,16459,-2492,1
11650,5365,1569,2644,9578,2072,1
6757,4087,1143,1337,6567,190,1
6889,3414,732,211,4357,2532,0
12092,7130,3688,2587,13405,-1313,1
10277,5329,3045,2583,10957,-680,1
6190,3113,1965,1644,6722,-532,1
4712,3009,1183,1004,5196,-484,1
13243,8321,4810,1985,15116,-1873,1
10379,4972,2618,2673,10263,116,1
8589,3526,978,1736,6240,2349,0
10948,4872,3983,2534,11389,-441,1
6650,3844,1394,643,5881,769,1
4109,2270,1556,1100,4926,-817,1
12793,8290,3725,3641,15656,-2863,1
7788,4048,1066,454,5568,2220,0
11985,5834,1941,1973,9748,2237,1
5628,3519,681,776,4976,652,1
7086,4524,1390,1539,7453,-367,1
11857,4797,3629,258,8684,3173,0
4811,2157,523,339,3019,1792,0
12829,5987,1565,2848,10400,2429,1
4756,2922,1513,926,5361,-605,1
11975,6726,4285,2524,13535,-1560,1
14977,9189,2114,2548,13851,1126,1
10007,5992,2581,391,8964,1043,1
5396,3739,2123,1293,7155,-1759,1
11883,6885,2165,394,9444,2439,0
13526,7587,3042,812,11441,2085,1
11458,7709,3828,1369,12906,-1448,1
9505,5333,2917,584,8834,671,1
8566,4882,1655,190,6727,1839,0
14220,8299,3302,4124,15725,-1505,1
9606,5624,2073,2874,10571,-965,1
5019,2962,935,58,3955,1064,0
10043,5018,1228,2548,8794,1249,1
11715,5900,3557,1310,10767,948,1
6083,4046,1100,1571,6717,-634,1
7328,3615,1173,929,5717,1611,0
7722,4764,1173,1484,7421,301,1
6603,2734,2026,1096,5856,747,1
9660,6314,1992,985,9291,369,1
14094,6206,2502,381,9089,5005,0
12543,6696,1605,2421,10722,1821,1
12621,5480,4299,374,10153,2468,1
5543,2604,1364,1298,5266,277,1
14015,7596,3194,2355,13145,870,1
12919,8859,3008,878,12745,174,1
9968,5236,2791,20,8047,1921,1
13864,6239,3191,703,10133,3731,0
11260,7586,3246,1590,12422,-1162,1
11446,8005,3258,3256,14519,-3073,1
8372,3427,1621,2298,7346,1026,1
7264,4577,1378,1286,7241,23,1
6126,2967,1402,334,4703,1423,0
11383,6808,4059,1802,12669,-1286,1
10837,7381,2361,1339,11081,-244,1
13722,6932,4490,4090,15512,-1790,1
5081,2159,747,941,3847,1234,0
10226,5833,3254,1143,10230,-4,1
9221,3981,3302,1486,8769,452,1
10711,4918,2223,778,7919,2792,0
11871,7460,2157,1030,10647,1224,1
11551,4999,2409,2123,9531,2020,1
13338,8429,2621,1707,12757,581,1
14998,8580,1634,1841,12055,2943,1
4134,2183,1027,1119,4329,-195,1
11850,6222,2003,1023,9248,2602,0
7260,4163,811,351,5325,1935,0
8271,5455,1720,1716,8891,-620,1
11926,8160,4482,2613,15255,-3329,1
14626,8411,4828,3628,16867,-2241,1
6471,4088,2581,1180,7849,-1378,1
8799,4400,1087,868,6355,2444,0
8737,5692,2197,670,8559,178,1
10364,5921,1187,2856,9964,400,1
12053,6658,3049,137,9844,2209,1
5832,2620,1451,415,4486,1346,0
4093,2517,1340,830,4687,-594,1
13682,8140,2642,2928,13710,-28,1
12801,8082,4782,3409,16273,-3472,1
14598,8722,1690,3145,13557,1041,1
14625,8202,3042,2115,13359,1266,1
8882,6128,3011,1014,10153,-1271,1
6660,3150,715,1117,4982,1678,0
12820,6232,5037,1736,13005,-185,1
4933,2378,647,1440,4465,468,1
7283,3986,2103,863,6952,331,1
4506,1847,532,395,2774,1732,0
6728,4298,1126,930,6354,374,1
4778,2869,1573,541,4983,-205,1
5005,2651,1546,598,4795,210,1
9430,6592,1758,430,8780,650,1
5353,2818,717,354,3889,1464,0
7416,5044,908,635,6587,829,1
6748,4568,2340,1228,8136,-1388,1
10716,7469,2613,24,10106,610,1
11727,6197,3120,404,9721,2006,1
11257,6334,4244,1792,12370,-1113,1
7791,4585,2129,1854,8568,-777,1
14075,8441,3002,3527,14970,-895,1
5925,4141,1001,671,5813,112,1
8457,4717,2471,355,7543,914,1
8418,4153,2600,2131,8884,-466,1
12835,6885,4545,3380,14810,-1975,1
5185,3122,1817,1307,6246,-1061,1
13618,6027,3911,3887,13825,-207,1
5362,3590,1936,395,5921,-559,1
10362,6780,1650,2991,11421,-1059,1
10718,6297,3993,1402,11692,-974,1
8137,5484,2958,1641,10083,-1946,1
12059,6459,3259,57,9775,2284,1
10732,6930,4205,2848,13983,-3251,1
11895,5754,3197,510,9461,2434,0
5713,3657,2246,1292,7195,-1482,1
7170,4148,2804,1244,8196,-1026,1
8508,4561,1860,509,6930,1578,1
7252,4957,856,1793,7606,-354,1
13487,9131,5326,2429,16886,-3399,1
14706,9384,2338,4366,16088,-1382,1
5402,3074,1139,787,5000,402,1
10042,6648,3607,1314,11569,-1527,1
7124,2956,2553,329,5838,1286,1
7872,3573,1263,802,5638,2234,0
7841,4472,2735,507,7714,127,1
12944,6587,3073,750,10410,2534,1
6339,2629,2020,447,5096,1243,1
5235,2335,1571,96,4002,1233,0
5728,3053,1090,1718,5861,-133,1
9938,6067,1483,1477,9027,911,1
5854,3510,996,4,4510,1344,0
6987,3979,1757,1016,6752,235,1
9670,3997,1490,2155,7642,2028,0
13134,8602,1443,3479,13524,-390,1
6626,3494,1825,952,6271,355,1
11330,4797,1555,2621,8973,2357,0
10113,6978,2517,1224,10719,-606,1
10025,4077,1616,1042,6735,3290,0
11847,5715,1488,2770,9973,1874,1
10248,5832,4074,2508,12414,-2166,1
14644,6801,3529,2082,12412,2232,1
13619,7520,3174,2811,13505,114,1
5254,3211,1193,123,4527,727,1
13997,9422,1785,2666,13873,124,1
8983,4732,3302,1334,9368,-385,1
4839,3036,938,102,4076,763,1
8274,3949,2055,958,6962,1312,1
10741,7388,3461,646,11495,-754,1
6974,3405,1124,1161,5690,1284,1
10485,6381,3838,1988,12207,-1722,1
12992,5595,1765,971,8331,4661,0
8345,4964,1452,2124,8540,-195,1
12779,5620,4991,2072,12683,96,1
6613,2965,2444,1210,6619,-6,1
4793,3291,715,788,4794,-1,1
10510,4922,2398,1906,9226,1284,1
12530,6486,4541,3371,14398,-1868,1
10103,4054,2064,135,6253,3850,0
12471,6941,3410,1931,12282,189,1
11823,8094,2585,2929,13608,-1785,1
14157,6333,4562,3702,14597,-440,1
10768,4427,2234,2753,9414,1354,1
4009,1938,1563,220,3721,288,1
10179,6195,2095,2302,10592,-413,1
8052,4030,2285,378,6693,1359,1
5868,3913,2335,1334,7582,-1714,1
10525,5486,2065,992,8543,1982,1
6804,4511,1757,1073,7341,-537,1
13908,7125,3555,3968,14648,-740,1
8378,5494,2355,1533,9382,-1004,1
11740,7051,3090,2633,12774,-1034,1
11796,5807,4126,709,10642,1154,1
4511,1951,1053,723,3727,784,1
14856,8740,3434,1160,13334,1522,1
13549,7358,2846,1501,11705,1844,1
12996,8122,4445,3648,16215,-3219,1
14515,9492,1890,706,12088,2427,1
9419,3902,1908,364,6174,3245,0
14012,5853,3510,2050,11413,2599,1
14031,6424,5074,1325,12823,1208,1
8013,4236,975,399,5610,2403,0
14606,9515,4519,2762,16796,-2190,1
4440,2381,506,22,2909,1531,0
4618,3135,948,129,4212,406,1
8831,3695,1582,785,6062,2769,0
9453,5161,2558,1588,9307,146,1
14295,8501,4837,1977,15315,-1020,1
5549,3434,1656,874,5964,-415,1
13192,6407,1633,291,8331,4861,0
7171,4509,901,1019,6429,742,1
14305,5761,2360,2470,10591,3714,0
4848,3226,526,762,4514,334,1
5500,3540,1828,1202,6570,-1070,1
14297,8713,2269,1083,12065,2232,1
12294,5042,4623,989,10654,1640,1
5685,3055,1416,86,4557,1128,1
7173,3803,2676,1136,7615,-442,1
6666,3929,907,1910,6746,-80,1
4990,2948,1074,865,4887,103,1
9792,4710,2948,2830,10488,-696,1
4551,2902,1348,631,4881,-330,1
7801,4687,1567,1542,7796,5,1
11158,4875,3503,1414,9792,1366,1
11749,5664,3986,1362,11012,737,1
11399,7775,4020,3088,14883,-3484,1
8151,4458,1232,2356,8046,105,1
13209,6195,3741,1507,11443,1766,1
6352,2652,778,216,3646,2706,0
5087,3395,942,219,4556,531,1
9872,6349,3748,1880,11977,-2105,1
14351,7645,3180,3337,14162,189,1
7033,3476,979,1087,5542,1491,0
4625,2504,781,203,3488,1137,0
10279,4221,2255,1189,7665,2614,0
4442,2988,802,370,4160,282,1
6549,4411,1115,172,5698,851,1
8297,4840,1582,1406,7828,469,1
8943,6173,1770,2499,10442,-1499,1
6075,3933,1766,432,6131,-56,1
14810,8989,4633,2465,16087,-1277,1
11167,7224,1888,1811,10923,244,1
7049,4586,2117,2114,8817,-1768,1
14046,5681,5023,2343,13047,999,1
5006,2132,963,499,3594,1412,0
8753,3574,1664,1749,6987,1766,0
9873,6127,3003,1797,10927,-1054,1
13248,8882,4839,443,14164,-916,1
4877,2421,570,926,3917,960,1
14493,7179,1551,2250,10980,3513,0
12002,7203,4107,2886,14196,-2194,1
7121,4305,952,1788,7045,76,1
7427,4547,1523,1923,7993,-566,1
14944,9478,5481,483,15442,-498,1
7837,5237,946,548,6731,1106,1
12372,8215,4440,3505,16160,-3788,1
4031,1913,1248,483,3644,387,1
12592,8012,3030,3352,14394,-1802,1
9495,4013,1184,1761,6958,2537,0
14529,6328,2093,2843,11264,3265,0
7730,3690,2107,1178,6975,755,1
10659,7342,3787,2790,13919,-3260,1
5370,3252,1726,628,5606,-236,1
12858,5626,1392,1140,8158,4700,0
8074,5479,2498,159,8136,-62,1
10969,7151,1151,1841,10143,826,1
13302,8246,3670,64,11980,1322,1
10465,5398,2847,2436,10681,-216,1
13016,8346,1419,1730,11495,1521,1
8383,4535,1786,255,6576,1807,0
11196,5292,4296,547,10135,1061,1
8784,5384,3347,2442,11173,-2389,1
10618,5528,2293,2978,10799,-181,1
10279,5801,1255,945,8001,2278,0
4578,2675,1773,813,5261,-683,1
14356,5954,4855,396,11205,3151,0
6595,4232,1555,1678,7465,-870,1
14816,6610,2217,3480,12307,2509,1
10025,6005,3289,2026,11320,-1295,1
9818,4803,3910,1938,10651,-833,1
13198,5613,3471,1707,10791,2407,1
4997,3465,1580,932,5977,-980,1
12174,7432,2894,2553,12879,-705,1
12730,6879,3412,550,10841,1889,1
9760,5105,3013,1174,9292,468,1
5112,2996,716,1015,4727,385,1
4166,2414,1243,964,4621,-455,1
7881,4471,2033,2007,8511,-630,1
7181,3256,1039,1421,5716,1465,0
5464,2899,1562,20,4481,983,1
9192,4602,2447,1844,8893,299,1
13291,9246,1922,1055,12223,1068,1
12567,6504,1945,2560,11009,1558,1
7224,4758,2112,67,6937,287,1
14389,7878,4426,3866,16170,-1781,1
9801,4860,2922,735,8517,1284,1
7250,4392,2696,767,7855,-605,1
12896,8601,4165,1410,14176,-1280,1
7614,4267,2146,570,6983,631,1
14324,7532,2166,2511,12209,2115,1
8904,5150,2525,964,8639,265,1
4803,2992,788,698,4478,325,1
11604,6885,2640,2299,11824,-220,1
4512,2855,1194,527,4576,-64,1
12546,8495,4630,3324,16449,-3903,1
13024,8107,2191,2358,12656,368,1
13863,6724,4016,3246,13986,-123,1
11868,6504,4648,649,11801,67,1
14162,7323,3115,2660,13098,1064,1
4324,1798,986,168,2952,1372,0
13742,6417,4761,2967,14145,-403,1
7449,4430,1560,2017,8007,-558,1
10804,6999,2978,830,10807,-3,1
14295,8778,2414,810,12002,2293,1
12429,8652,1589,1997,12238,191,1
4830,2016,1772,1388,5176,-346,1
7079,3424,1871,1981,7276,-197,1
5312,2866,902,941,4709,603,1
11063,6298,2418,1040,9756,1307,1
6869,3133,917,1557,5607,1262,1
11831,5217,1715,3460,10392,1439,1
5063,2830,1188,1446,5464,-401,1
6364,2631,2367,1688,6686,-322,1
6861,3274,1464,2,4740,2121,0
8682,5724,2888,304,8916,-234,1
4062,2280,1508,887,4675,-613,1
4315,2580,1392,514,4486,-171,1
9132,4267,1045,858,6170,2962,0
10385,6274,4058,2792,13124,-2739,1
7622,4293,2984,2192,9469,-1847,1
7743,4755,1219,748,6722,1021,1
10955,6536,3749,1354,11639,-684,1
14936,8742,2868,185,11795,3141,0
11148,4841,2141,1620,8602,2546,0
7405,5129,2398,421,7948,-543,1
13524,7070,5072,1232,13374,150,1
4338,2488,950,936,4374,-36,1
11842,6076,1799,2215,10090,1752,1
14563,8216,4764,2602,15582,-1019,1
4809,3060,1097,316,4473,336,1
13822,8190,5288,3086,16564,-2742,1
9702,6704,991,1153,8848,854,1
11039,6660,3546,1818,12024,-985,1
5323,2717,670,1576,4963,360,1
11837,4895,1204,1793,7892,3945,0
14030,6869,4773,112,11754,2276,1
11586,7252,2402,1207,10861,725,1
10432,4238,2127,1980,8345,2087,0
8170,4668,2463,1643,8774,-604,1
13923,6285,2311,695,9291,4632,0
4459,2487,1506,458,4451,8,1
10369,4587,2124,980,7691,2678,0
12858,8056,4416,777,13249,-391,1
7758,4704,1577,928,7209,549,1
5305,3634,1597,1426,6657,-1352,1
5201,2460,1904,30,4394,807,1
12524,5630,2563,1820,10013,2511,0
12248,6167,1958,1806,9931,2317,1
12106,6418,3048,3524,12990,-884,1
11229,5416,3313,599,9328,1901,1
6825,3234,2232,286,5752,1073,1
13727,8604,3811,1316,13731,-4,1
7358,4245,2396,47,6688,670,1
4029,2706,1486,1126,5318,-1289,1
14806,8139,4062,3745,15946,-1140,1
7631,4895,843,1773,7511,120,1
6706,3815,943,284,5042,1664,0
7378,4347,2244,988,7579,-201,1
6049,2535,2324,183,5042,1007,1
14466,9447,3493,2395,15335,-869,1
14879,10127,5140,2946,18213,-3334,1
9362,6076,2428,203,8707,655,1
5683,3000,1816,1436,6252,-569,1
8671,5471,3388,1109,9968,-1297,1
13681,6579,1514,1599,9692,3989,0
10097,5591,2386,2271,10248,-151,1
7228,4887,2759,1646,9292,-2064,1
12025,7955,2759,161,10875,1150,1
5552,3579,2160,1083,6822,-1270,1
5884,2594,847,1644,5085,799,1
11473,6846,1254,3123,11223,250,1
12858,8633,2845,714,12192,666,1
11100,7514,2088,1337,10939,161,1
14995,9178,5131,3931,18240,-3245,1
10975,4535,1257,840,6632,4343,0
8312,5373,1627,1361,8361,-49,1
5983,3809,2149,311,6269,-286,1
4697,1903,835,252,2990,1707,0
12796,8256,2638,3745,14639,-1843,1
8117,3928,2454,839,7221,896,1
14603,5940,3689,1072,10701,3902,0
10446,4410,1883,2372,8665,1781,1
8487,5670,1222,279,7171,1316,1
4829,2017,1374,401,3792,1037,0
5835,2545,1788,520,4853,982,1
7402,4825,1291,2009,8125,-723,1
5854,3288,2261,239,5788,66,1
5321,2950,833,1070,4853,468,1
7595,4921,1042,1923,7886,-291,1
10060,5718,3264,746,9728,332,1
8298,4033,1002,2311,7346,952,1
9075,6038,3111,313,9462,-387,1
4814,2849,1401,334,4584,230,1
11889,5798,2762,2168,10728,1161,1
6751,4128,1863,558,6549,202,1
5092,2827,639,163,3629,1463,0
6204,2734,1184,1703,5621,583,1
12231,5168,4554,1187,10909,1322,1
5090,2603,1967,432,5002,88,1
11033,7352,1907,1071,10330,703,1
10165,6650,2701,2050,11401,-1236,1
10154,5259,3342,2467,11068,-914,1
12549,7666,3133,2705,13504,-955,1
5953,3030,2266,632,5928,25,1
14273,5890,5186,1852,12928,1345,1
14929,7908,2631,3476,14015,914,1
5480,3115,891,937,4943,537,1
4435,2818,500,1035,4353,82,1
7909,3182,2042,2256,7480,429,1
13970,7861,3549,2659,14069,-99,1
11602,5786,3473,2799,12058,-456,1
10528,7151,1076,3026,11253,-725,1
13798,9143,5308,3720,18171,-4373,1
9540,5088,2745,2815,10648,-1108,1
4696,2935,1485,1206,5626,-930,1
6534,2759,1546,465,4770,1764,0
14550,6370,4801,4290,15461,-911,1
8350,3341,940,1784,6065,2285,0
14629,6925,3365,3492,13782,847,1
10576,5420,1225,1547,8192,2384,0
11465,6366,1498,762,8626,2839,0
14459,8447,4663,3035,16145,-1686,1
12100,5473,4220,1872,11565,535,1
7525,3698,1879,1649,7226,299,1
14742,9054,3571,2488,15113,-371,1
7811,3703,1693,1571,6967,844,1
9340,4729,2293,2051,9073,267,1
10050,6985,1593,203,8781,1269,1
4163,1981,438,483,2902,1261,0
14570,6936,4615,2139,13690,880,1
5954,2808,828,1186,4822,1132,1
9071,4614,1296,1140,7050,2021,0
9753,4797,1195,240,6232,3521,0
5040,3211,907,680,4798,242,1
13671,5790,2728,978,9496,4175,0
4838,2332,1101,48,3481,1357,0
4934,2554,1932,1022,5508,-574,1
14004,5764,4498,545,10807,3197,0
8542,5076,1796,1351,8223,319,1
10905,5542,1487,1257,8286,2619,0
7582,3327,1160,1584,6071,1511,1
8803,4624,2771,107,7502,1301,1
8647,5045,1035,2393,8473,174,1
5389,2419,1980,1038,5437,-48,1
7991,3199,2227,2012,7438,553,1
5798,3579,1331,1596,6506,-708,1
13720,9155,4786,1652,15593,-1873,1
13337,7194,4049,2540,13783,-446,1
13269,8614,1603,2286,12503,766,1
4348,2415,460,549,3424,924,0
8281,4810,1206,541,6557,1724,0
7656,3784,2545,2265,8594,-938,1
7591,4940,2316,6,7262,329,1
13549,6006,4792,929,11727,1822,1
14592,7274,4823,4047,16144,-1552,1
12894,7607,4384,2258,14249,-1355,1
4548,2332,1195,1342,4869,-321,1
11953,6127,3786,3284,13197,-1244,1
14568,8656,4362,1815,14833,-265,1
14549,10158,5296,3019,18473,-3924,1
12766,6311,4192,525,11028,1738,1
9734,5995,2792,1217,10004,-270,1
7640,4846,1730,2142,8718,-1078,1
13071,7361,4115,2054,13530,-459,1
14658,9471,2135,2833,14439,219,1
8613,5469,1685,2078,9232,-619,1
11634,7240,4004,2919,14163,-2529,1
10335,5881,3366,1012,10259,76,1
10815,5639,4304,921,10864,-49,1
13182,7936,2091,788,10815,2367,1
7091,4955,2730,283,7968,-877,1
10951,7062,3505,1903,12470,-1519,1
14609,9694,4345,3204,17243,-2634,1
4402,2512,837,118,3467,935,0
13557,6791,1774,1903,10468,3089,0
11102,6914,3035,2622,12571,-1469,1
12588,8603,2347,713,11663,925,1
14941,6696,4708,3872,15276,-335,1
7345,4877,1291,671,6839,506,1
13475,6874,1758,1119,9751,3724,0
13237,8181,3016,159,11356,1881,1
5088,3404,751,1347,5502,-414,1
8597,3707,2930,2185,8822,-225,1
6660,3318,1279,1059,5656,1004,1
7137,4434,1736,2009,8179,-1042,1
12259,8365,1879,1936,12180,79,1
8321,3635,1340,387,5362,2959,0
14163,7307,4441,1602,13350,813,1
10474,6234,1562,431,8227,2247,0
9353,3997,2544,1341,7882,1471,1
4264,2301,845,503,3649,615,1
14303,5836,1538,3646,11020,3283,0
9778,5358,1125,620,7103,2675,0
11733,5579,2381,1794,9754,1979,1
7499,4002,1839,1548,7389,110,1
4967,2208,789,276,3273,1694,0
8476,3882,1317,72,5271,3205,0
